,rating,date,variation,verified_reviews,feedback
2907,positive,30-Jul-18,Black  Dot,ease installing,1
2908,positive,30-Jul-18,Black  Dot,un excelente equipo inteligente al estar conectado al internet nos provee de ltiples funciones tales como  el tiempo hora informaci n de cualquier estudio que est realizando atr vez del internet ,1
2909,negative,30-Jul-18,Black  Dot,price  product nice quality nice features  definitely complaints  reason gave 3 stars echo dot thought going may buyer error  first  didn’t know product plugged times work  really don’t like it’s stand alone device  also  speaker loud buying bluetooth speaker  don’t  lastly  i’m sure echo dot lot haven’t quite figured use fully kind seems like unnecessary device  plus setting awful  would definitely save money buy nicer one actually  alexa ,0
2910,positive,30-Jul-18,Black  Dot,love product far things set timer  reminder  play music games  like get full enjoyment purchase many things  also difficult set  directions made sound simple one  two  three forgot step four  five six  almost ready send back app extremely slow took hours get thing set  however depending going using think ok item ,1
2911,positive,30-Jul-18,White  Dot,love echo dot it’s amaxing ,1
2912,positive,30-Jul-18,Black  Dot,like use listening podcasts   like set greeting morning tell what's new   one thing like getting recognize radio station wanted listen   finally got working  work bugs ,1
2913,positive,30-Jul-18,Black  Dot,like big sister  echo  smaller  slightly less audio fidelity  much lower price  amazon prime day used another room add alexa additional room ,1
2914,positive,30-Jul-18,Black  Dot,everything  big guy,1
2915,positive,30-Jul-18,Black  Dot,great product   understands accent ,1
2916,positive,30-Jul-18,Black  Dot,love  can't stop using ,1
2917,positive,30-Jul-18,White  Dot,really like availability get instant music throughout house ,1
2918,neutral,30-Jul-18,White  Dot, ,1
2919,positive,30-Jul-18,White  Dot,handy kitchen  sets timer gives extra help setting oven temps ,1
2920,positive,30-Jul-18,Black  Dot,cool little speaker love alarms connected speakers sounds great ,1
2921,positive,30-Jul-18,Black  Dot,great tool helping information ,1
2922,negative,30-Jul-18,White  Dot,used twice working ,0
2923,positive,30-Jul-18,Black  Dot,awesome piece technology simplified life  great purchase ,1
2924,neutral,30-Jul-18,Black  Dot,jumped bandwagon purchasing echo   feel like struggle getting connected three days later  device sharing news weather   use  tapped options   still testing ,1
2925,positive,30-Jul-18,White  Dot,love alexa  love echo dot trouble speakers using intercom ,1
2926,positive,30-Jul-18,White  Dot,love   find correct smart  links plug connect,1
2927,positive,30-Jul-18,White  Dot,work pretty well,1
2928,positive,30-Jul-18,Black  Dot,still learning,1
2929,positive,30-Jul-18,White  Dot,really love echo dot  get questions answered right away play music think ,1
2930,positive,30-Jul-18,Black  Dot,usual reliable alexa,1
2931,neutral,30-Jul-18,Black  Dot,speaker could better qualty,1
2932,negative,30-Jul-18,Black  Dot,device interact home filled apple devices   disappointing ,0
2933,positive,30-Jul-18,Black  Dot,echo wanted something smaller another room  work together great,1
2934,positive,30-Jul-18,Black  Dot,love  handy easy use  got classroom  many need get another one ,1
2935,positive,30-Jul-18,Black  Dot,pleased,1
2936,positive,30-Jul-18,Black  Dot,primarily music bedroom   wish speaker better fidelity ,1
2937,positive,30-Jul-18,Black  Dot,nice,1
2938,positive,30-Jul-18,Black  Dot,music  weather  time ,1
2939,positive,30-Jul-18,Black  Dot,great  love ,1
2940,negative,30-Jul-18,White  Dot,happy  speaker isn’t great reason lot times play music start make weird noise stop  son google home much better,0
2941,neutral,30-Jul-18,Black  Dot,impressed,1
2942,positive,30-Jul-18,Black  Dot,really like  ,1
2943,positive,30-Jul-18,White  Dot,takes learn uses i'm still learning ,1
2944,positive,30-Jul-18,Black  Dot,alexa phenomenal ,1
2945,negative,30-Jul-18,Black  Dot,think really doesn’t much  play music  answer stupid questions  finally able hook thermostat  see price dropping like rock ,0
2946,positive,30-Jul-18,Black  Dot,echo dot  2nd generation  smart speaker compound size  however  projects good sound  also port connect external speaker  greater projection sound  also like size awkward  take lot space  works great alexa app  also think size great college students live dorm rooms small limited spacing ,1
2947,positive,30-Jul-18,Black  Dot,use echo dot several different ways home  use downstairs control lighting  also take deck stream music bluetooth speaker  works great need ,1
2948,positive,30-Jul-18,White  Dot,echo wanted dot bedroom  even easier set original echo ,1
2949,positive,30-Jul-18,Black  Dot,makes turning things house simple  great little updates well  like checking weather ,1
2950,positive,30-Jul-18,Black  Dot,great product  fun use ,1
2951,positive,30-Jul-18,Black  Dot,needs smarter,1
2952,positive,30-Jul-18,Black  Dot,really enjoy able make request  favorite music happens complaints time ,1
2953,positive,30-Jul-18,Black  Dot,love  works great making home smarthome,1
2954,positive,30-Jul-18,White  Dot,really like echo dot  it’s amazing able set alarm timer talking echo dot ,1
2955,positive,30-Jul-18,White  Dot,convenient fun ,1
2956,positive,30-Jul-18,White  Dot,alright ,1
2957,positive,30-Jul-18,Black  Dot,first alexa enabled device far lived reputation ,1
2958,positive,30-Jul-18,Black  Dot,love searching alexa skill shop app  useful things like alexa turn lights  listening news updates every morning  fun stuff like telling alexa make star trek red alert nois  playing song quiz friends ,1
2959,positive,30-Jul-18,Black  Dot,second dot ,1
2960,positive,30-Jul-18,Black  Dot,son loves ,1
2961,positive,30-Jul-18,Black  Dot,love compact ,1
2962,negative,30-Jul-18,Black  Dot,worked well 6 months stopped connecting internet  wifi  none trouble shooting efforts worked   amazon customer service help told warranty 3 months  disappointing  willing replace ,0
2963,positive,30-Jul-18,Black  Dot,talks  plays type music want listen  even turns ask ,1
2964,negative,30-Jul-18,Black  Dot,ask play motown radio pandora keeps asking want add salsa station  motown isn’t close salsa phonetically ,0
2965,positive,30-Jul-18,Black  Dot,love  still learning capabilities  lot fun ,1
2966,positive,30-Jul-18,Black  Dot,easy set  still trying get connect light bulb smart plug  grandkids think alex cool ,1
2967,positive,30-Jul-18,White  Dot,love  use everything  it’s part daily routine,1
2968,positive,30-Jul-18,Black  Dot,alexa program great  quality best  could definitely louder ,1
2969,positive,30-Jul-18,White  Dot,overall like  though siri phone need don’t  smart home  don’t intend make one  it’s fun use music read audible books ,1
2970,neutral,30-Jul-18,Black  Dot,alexa pretty basic almost like toy  released market without proper development  speech recognition fails understand basic american british accent music play restrictive  speech refined way understand  almost  human speaking  linking youtube via amazon web services work ,1
2971,positive,30-Jul-18,White  Dot,set easy ,1
2972,positive,30-Jul-18,Black  Dot,love,1
2973,positive,30-Jul-18,Black  Dot,i'm amazed alarm  tell alexa wake particular song   love play list music  sure keep prime music still available  however love fact amazon gave music free 3 months given prime free 3 months well ,1
2974,positive,30-Jul-18,White  Dot,love things  play learn ,1
2975,positive,30-Jul-18,Black  Dot,debating getting one  happy  still explore  thanks ,1
2976,positive,30-Jul-18,White  Dot,i'm finding uses time  keeps informed news weather  get daily bible verse  play music  new skills added time  future ,1
2977,positive,30-Jul-18,White  Dot,love watch wife argue alexa   woke one night listening alexa talking cell phone   ,1
2978,positive,30-Jul-18,Black  Dot, ,1
2979,negative,30-Jul-18,White  Dot, ,0
2980,positive,30-Jul-18,Black  Dot,gave gift   loved ,1
2981,positive,30-Jul-18,Black  Dot,echo dot everything expected ,1
2982,positive,30-Jul-18,Black  Dot,love super convenient makes life little easier,1
2983,positive,30-Jul-18,White  Dot,love echo dot  many features works great thing like  can't play imusic  i'm going pay spotify amazon music account ,1
2984,positive,30-Jul-18,White  Dot,great  lots fun ,1
2985,positive,30-Jul-18,White  Dot,easy setup  alexa needs lot training ,1
2986,positive,30-Jul-18,White  Dot,third echo dot purchased  love product ,1
2987,positive,30-Jul-18,Black  Dot,like compact structure dot  sound little low ,1
2988,positive,30-Jul-18,White  Dot,handy expect much much  dumber  assistant phone ,1
2989,positive,30-Jul-18,Black  Dot,easy set use  new features skills added time ,1
2990,neutral,30-Jul-18,White  Dot,love product dislike can’t sync apple music alexa play,1
2991,positive,30-Jul-18,Black  Dot,one week far say blast ,1
2992,positive,30-Jul-18,Black  Dot,love,1
2993,positive,30-Jul-18,Black  Dot,works like charm ,1
2994,positive,30-Jul-18,Black  Dot,good speaker bedroom office,1
2995,positive,30-Jul-18,Black  Dot,small speaker tin sound  great good bluetooth speaker ,1
2996,positive,30-Jul-18,White  Dot,fun  information   dislikes  far   like convenience ,1
2997,positive,30-Jul-18,Black  Dot,easy set affordable  love ,1
2998,positive,30-Jul-18,White  Dot,love shut microphone night children can’t talk bed time automatic sleep timer lullaby music  sure survived long ,1
2999,positive,30-Jul-18,Black  Dot,echo dot related devices best thing come long time ,1
3000,neutral,30-Jul-18,Black  Dot,sound quality wasn’t great  inexpensive,1
3001,positive,30-Jul-18,Black  Dot,works great  bought shop like intercom house ,1
3002,positive,30-Jul-18,Black  Dot,isn’t bad  issues actually playing want  getting use iheartradio properly playing station want challenge it’s bad sale price paid ,1
3003,positive,30-Jul-18,Black  Dot,it’s great sound quality low,1
3004,positive,30-Jul-18,White  Dot,love ,1
3005,positive,30-Jul-18,Black  Dot,always  easy set,1
3006,neutral,30-Jul-18,Black  Dot,works ok  speaker quality much better iphone x  would spend extra money get full size echo great sound quality ,1
3007,positive,30-Jul-18,Black  Dot,intelligent  love songs  ,1
3008,positive,30-Jul-18,White  Dot,review,1
3009,positive,30-Jul-18,Black  Dot,love echo dot   price paid prime day comparable buying new digital clock bells whistles  much   play music  set alarms  call friends  play games  set timers list goes   definitely worth money ,1
3010,negative,30-Jul-18,Black  Dot,sound terrible  cannot pair echo play simultaneously   must upgrade amazon music want play one device time ,0
3011,positive,30-Jul-18,Black  Dot,easy installation set  better sound echo dot smart speaker  satisified purchase ,1
3012,positive,30-Jul-18,White  Dot,spoiled one downstairs got one upstairs listen music   etc  walked treadmill ,1
3013,positive,30-Jul-18,Black  Dot, ,1
3014,neutral,30-Jul-18,Black  Dot,commands alexa requires specific   find google home much flexible figuring i'm asking ,1
3015,positive,30-Jul-18,White  Dot,handy hell 10 10 recommend,1
3016,negative,30-Jul-18,White  Dot,real difficulty working echo dot  alexi smart  9 10 questions asked get  #34 i'm sure #34   half time still asking question alexi saying  #34 i'm sure #34  music great works well  far frustrating experience ,0
3017,positive,30-Jul-18,Black  Dot,still discovery phase  far enjoying smart home features installed ,1
3018,positive,30-Jul-18,Black  Dot,totally gets sense humour,1
3019,positive,30-Jul-18,Black  Dot,put one bedroom   plays music tells us weather   also alarm wake us morning   better clock radio   play type music want radio stations favorites   even tell jokes   know got along without   amazing ,1
3020,neutral,30-Jul-18,Black  Dot,like echo  sure dot   use lot music audio books sound quality smaller echo nowhere near quality full sized model   decided i'll keep ,1
3021,positive,30-Jul-18,Black  Dot,love  got boyfriend birthday kids blast asking alexa kinds questions tell silly jokes  love ,1
3022,positive,30-Jul-18,White  Dot,better sound ,1
3023,neutral,30-Jul-18,Black  Dot,got 2nd echo house  already regular echo   echo dot easy set sound enjoyable  wishing would gone another regular echo solely based sound ,1
